"","IUCN_Species","Avonet_Species","Aquaculture","Climate_Change","Conflict","Crops","Dams_Water","Fire","Fishing","Geo_Event","Hunting","Inv_Disease","Livestock","Logging","Other_Develop","Plantations","Pollution","Rec_Work","category","Mass","Trophic_Niche","Genus","Genus_Avg_Mass","Genus_Trophic_data","Genus_Trophic","Body_Mass","Functional_Group"
"133","Francolinus pictus","Francolinus pictus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",286.8,"Omnivore","Francolinus",349.633333333333,3,"Omnivore",286.8,"Omnivore"
"134","Francolinus pintadeanus","Francolinus pintadeanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",310,"Omnivore","Francolinus",349.633333333333,3,"Omnivore",310,"Omnivore"
"135","Ortygornis pondicerianus","Francolinus pondicerianus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",249.9,"Omnivore","Ortygornis",366.8,3,"Omnivore",249.9,"Omnivore"
"136","Ortygornis gularis","Francolinus gularis",0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,"VU",510,"Omnivore","Ortygornis",366.8,3,"Omnivore",510,"Omnivore"
"137","Campocolinus coqui","Peliperdix coqui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",262,"Omnivore","Campocolinus",258.2,3,"Omnivore",262,"Omnivore"
"138","Campocolinus albogularis","Peliperdix albogularis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",276,"Omnivore","Campocolinus",258.2,3,"Omnivore",276,"Omnivore"
"139","Campocolinus schlegelii","Peliperdix schlegelii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",236.6,"Omnivore","Campocolinus",258.2,3,"Omnivore",236.6,"Omnivore"
"140","Peliperdix lathami","Peliperdix lathami",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",269,"Invertivore","Peliperdix",269,1,"Invertivore",269,"Invertivore"
"141","Ortygornis sephaena","Dendroperdix sephaena",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",340.5,"Invertivore","Ortygornis",366.8,3,"Omnivore",340.5,"Invertivore"
"142","Scleroptila streptophora","Scleroptila streptophora",0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,"NT",385,"Omnivore","Scleroptila",453.788888888889,9,"Herbivore terrestrial",385,"Omnivore"
"143","Scleroptila finschi","Scleroptila finschi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",569.2,"Invertivore","Scleroptila",453.788888888889,9,"Herbivore terrestrial",569.2,"Invertivore"
"144","Scleroptila afra","Scleroptila afra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",389.7,"Herbivore terrestrial","Scleroptila",453.788888888889,9,"Herbivore terrestrial",389.7,"Herbivore terrestrial"
"145","Scleroptila levaillantii","Scleroptila levaillantii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",430.9,"Herbivore terrestrial","Scleroptila",453.788888888889,9,"Herbivore terrestrial",430.9,"Herbivore terrestrial"
"146","Scleroptila gutturalis","Scleroptila gutturalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",376.7,"Omnivore","Scleroptila",453.788888888889,9,"Herbivore terrestrial",376.7,"Omnivore"
"147","Ptilopachus nahani","Ptilopachus nahani",0,0,0,2,0,0,0,0,2,1,0,2,0,0,0,1,"VU",310,"Omnivore","Ptilopachus",251.5,2,"Omnivore",310,"Omnivore"
"148","Pternistis hartlaubi","Pternistis hartlaubi",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",241.5,"Omnivore","Pternistis",602.429166666667,24,"Omnivore",241.5,"Omnivore"
"149","Pternistis bicalcaratus","Pternistis bicalcaratus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",439.5,"Omnivore","Pternistis",602.429166666667,24,"Omnivore",439.5,"Omnivore"
"150","Pternistis clappertoni","Pternistis clappertoni",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",469.6,"Omnivore","Pternistis",602.429166666667,24,"Omnivore",469.6,"Omnivore"
"151","Pternistis icterorhynchus","Pternistis icterorhynchus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",571,"Omnivore","Pternistis",602.429166666667,24,"Omnivore",571,"Omnivore"
"152","Pternistis harwoodi","Pternistis harwoodi",0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,"NT",493,"Omnivore","Pternistis",602.429166666667,24,"Omnivore",493,"Omnivore"
"153","Pternistis adspersus","Pternistis adspersus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",428,"Omnivore","Pternistis",602.429166666667,24,"Omnivore",428,"Omnivore"
"154","Pternistis capensis","Pternistis capensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",629.8,"Omnivore","Pternistis",602.429166666667,24,"Omnivore",629.8,"Omnivore"
"155","Pternistis hildebrandti","Pternistis hildebrandti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",532,"Herbivore terrestrial","Pternistis",602.429166666667,24,"Omnivore",532,"Herbivore terrestrial"
"156","Pternistis natalensis","Pternistis natalensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",508.1,"Herbivore terrestrial","Pternistis",602.429166666667,24,"Omnivore",508.1,"Herbivore terrestrial"
"157","Pternistis ahantensis","Pternistis ahantensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",544.1,"Herbivore terrestrial","Pternistis",602.429166666667,24,"Omnivore",544.1,"Herbivore terrestrial"
"158","Pternistis squamatus","Pternistis squamatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",449.5,"Herbivore terrestrial","Pternistis",602.429166666667,24,"Omnivore",449.5,"Herbivore terrestrial"
"159","Pternistis griseostriatus","Pternistis griseostriatus",0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,"LC",288.5,"Omnivore","Pternistis",602.429166666667,24,"Omnivore",288.5,"Omnivore"
"160","Pternistis leucoscepus","Pternistis leucoscepus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",640.6,"Omnivore","Pternistis",602.429166666667,24,"Omnivore",640.6,"Omnivore"
"161","Pternistis rufopictus","Pternistis rufopictus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",706.1,"Herbivore terrestrial","Pternistis",602.429166666667,24,"Omnivore",706.1,"Herbivore terrestrial"
"162","Pternistis afer","Pternistis afer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",454.8,"Herbivore terrestrial","Pternistis",602.429166666667,24,"Omnivore",454.8,"Herbivore terrestrial"
"163","Pternistis swainsonii","Pternistis swainsonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",597.1,"Omnivore","Pternistis",602.429166666667,24,"Omnivore",597.1,"Omnivore"
"164","Pternistis erckelii","Pternistis erckelii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",1197.8,"Herbivore terrestrial","Pternistis",602.429166666667,24,"Omnivore",1197.8,"Herbivore terrestrial"
"165","Pternistis ochropectus","Pternistis ochropectus",0,2,0,2,0,0,0,0,1,0,3,2,0,0,2,2,"CR",699.6,"Omnivore","Pternistis",602.429166666667,24,"Omnivore",699.6,"Omnivore"
"166","Pternistis nobilis","Pternistis nobilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",878,"Granivore","Pternistis",602.429166666667,24,"Omnivore",878,"Granivore"
"167","Pternistis jacksoni","Pternistis jacksoni",0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,"LC",1097,"Omnivore","Pternistis",602.429166666667,24,"Omnivore",1097,"Omnivore"
"168","Pternistis camerunensis","Pternistis camerunensis",0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,"EN",549.4,"Omnivore","Pternistis",602.429166666667,24,"Omnivore",549.4,"Omnivore"
"169","Pternistis swierstrai","Pternistis swierstrai",0,2,0,2,0,2,0,0,1,0,0,2,0,0,0,0,"VU",460.3,"Omnivore","Pternistis",602.429166666667,24,"Omnivore",460.3,"Omnivore"
"170","Xenoperdix udzungwensis","Xenoperdix udzungwensis",0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,1,"EN",224.9,"Invertivore","Xenoperdix",224.9,1,"Invertivore",224.9,"Invertivore"
"171","Perdix perdix","Perdix perdix",0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0,"LC",405.3,"Omnivore","Perdix",344.133333333333,3,"Omnivore",405.3,"Omnivore"
"172","Perdix dauurica","Perdix dauurica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",263.4,"Omnivore","Perdix",344.133333333333,3,"Omnivore",263.4,"Omnivore"
"173","Perdix hodgsoniae","Perdix hodgsoniae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",363.7,"Omnivore","Perdix",344.133333333333,3,"Omnivore",363.7,"Omnivore"
"174","Margaroperdix madagarensis","Margaroperdix madagarensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",245,"Omnivore","Margaroperdix",245,1,"Omnivore",245,"Omnivore"
"175","Melanoperdix niger","Melanoperdix niger",0,0,0,2,0,1,0,0,1,0,0,1,0,2,0,0,"VU",280,"Omnivore","Melanoperdix",280,1,"Omnivore",280,"Omnivore"
"176","Coturnix coturnix","Coturnix coturnix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",96.3,"Granivore","Coturnix",88.56,5,"Granivore",96.3,"Granivore"
"177","Coturnix japonica","Coturnix japonica",0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,"NT",94.8,"Omnivore","Coturnix",88.56,5,"Granivore",94.8,"Omnivore"
"178","Coturnix pectoralis","Coturnix pectoralis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",101.9,"Granivore","Coturnix",88.56,5,"Granivore",101.9,"Granivore"
"179","Coturnix coromandelica","Coturnix coromandelica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",73.8,"Granivore","Coturnix",88.56,5,"Granivore",73.8,"Granivore"
"180","Coturnix delegorguei","Coturnix delegorguei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",76,"Granivore","Coturnix",88.56,5,"Granivore",76,"Granivore"
"181","Synoicus ypsilophorus","Synoicus ypsilophorus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",107.7,"Granivore","Synoicus",62.8333333333333,3,"Omnivore",107.7,"Granivore"
"182","Synoicus adansonii","Synoicus adansonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",40.4,"Omnivore","Synoicus",62.8333333333333,3,"Omnivore",40.4,"Omnivore"
"183","Synoicus chinensis","Synoicus chinensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",40.4,"Omnivore","Synoicus",62.8333333333333,3,"Omnivore",40.4,"Omnivore"
"184","Anurophasis monorthonyx","Anurophasis monorthonyx",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"LC",401,"Omnivore","Anurophasis",401,1,"Omnivore",401,"Omnivore"
"185","Perdicula asiatica","Perdicula asiatica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",68.4,"Granivore","Perdicula",66.8,4,"Granivore",68.4,"Granivore"
"186","Perdicula argoondah","Perdicula argoondah",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",60.5,"Omnivore","Perdicula",66.8,4,"Granivore",60.5,"Omnivore"
"187","Perdicula erythrorhyncha","Perdicula erythrorhyncha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",67.6,"Granivore","Perdicula",66.8,4,"Granivore",67.6,"Granivore"
"188","Perdicula manipurensis","Perdicula manipurensis",0,0,0,2,0,2,0,0,1,0,2,0,0,0,0,0,"EN",70.7,"Granivore","Perdicula",66.8,4,"Granivore",70.7,"Granivore"
"189","Arborophila torqueola","Arborophila torqueola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",344.5,"Omnivore","Arborophila",294.477777777778,18,"Omnivore",344.5,"Omnivore"
"190","Arborophila rufogularis","Arborophila rufogularis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",344.5,"Omnivore","Arborophila",294.477777777778,18,"Omnivore",344.5,"Omnivore"
"191","Arborophila atrogularis","Arborophila atrogularis",0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,"LC",237.3,"Omnivore","Arborophila",294.477777777778,18,"Omnivore",237.3,"Omnivore"
"192","Arborophila crudigularis","Arborophila crudigularis",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,"LC",256.8,"Omnivore","Arborophila",294.477777777778,18,"Omnivore",256.8,"Omnivore"
"193","Arborophila mandellii","Arborophila mandellii",0,2,0,1,0,0,0,0,1,0,1,1,1,0,0,0,"NT",268,"Omnivore","Arborophila",294.477777777778,18,"Omnivore",268,"Omnivore"
"194","Arborophila brunneopectus","Arborophila brunneopectus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",291.5,"Omnivore","Arborophila",294.477777777778,18,"Omnivore",291.5,"Omnivore"
"195","Arborophila rufipectus","Arborophila rufipectus",0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,"EN",400.1,"Omnivore","Arborophila",294.477777777778,18,"Omnivore",400.1,"Omnivore"
"196","Arborophila orientalis","Arborophila orientalis",0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,"VU",336,"Omnivore","Arborophila",294.477777777778,18,"Omnivore",336,"Omnivore"
"197","Arborophila javanica","Arborophila javanica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",272,"Omnivore","Arborophila",294.477777777778,18,"Omnivore",272,"Omnivore"
"198","Arborophila hyperythra","Arborophila hyperythra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",270,"Omnivore","Arborophila",294.477777777778,18,"Omnivore",270,"Omnivore"
"199","Arborophila gingica","Arborophila gingica",0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,"NT",253,"Omnivore","Arborophila",294.477777777778,18,"Omnivore",253,"Omnivore"
"200","Arborophila davidi","Arborophila davidi",0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,"NT",241,"Omnivore","Arborophila",294.477777777778,18,"Omnivore",241,"Omnivore"
"201","Arborophila cambodiana","Arborophila cambodiana",0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,"LC",285.9,"Omnivore","Arborophila",294.477777777778,18,"Omnivore",285.9,"Omnivore"
"202","Arborophila rubrirostris","Arborophila rubrirostris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",225.4,"Omnivore","Arborophila",294.477777777778,18,"Omnivore",225.4,"Omnivore"
"203","Arborophila ardens","Arborophila ardens",0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,"VU",266.6,"Omnivore","Arborophila",294.477777777778,18,"Omnivore",266.6,"Omnivore"
"204","Caloperdix oculeus","Caloperdix oculeus",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"NT",209,"Omnivore","Caloperdix",209,1,"Omnivore",209,"Omnivore"
"205","Haematortyx sanguiniceps","Haematortyx sanguiniceps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",300,"Omnivore","Haematortyx",300,1,"Omnivore",300,"Omnivore"
"206","Rollulus rouloul","Rollulus rouloul",0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,"VU",216.5,"Omnivore","Rollulus",216.5,1,"Omnivore",216.5,"Omnivore"
"207","Ptilopachus petrosus","Ptilopachus petrosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",193,"Omnivore","Ptilopachus",251.5,2,"Omnivore",193,"Omnivore"
"208","Bambusicola fytchii","Bambusicola fytchii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",313.7,"Omnivore","Bambusicola",281.1,3,"Omnivore",313.7,"Omnivore"
"209","Galloperdix spadicea","Galloperdix spadicea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",359.1,"Omnivore","Galloperdix",301.466666666667,3,"Omnivore",359.1,"Omnivore"
"210","Galloperdix lunulata","Galloperdix lunulata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",254.4,"Omnivore","Galloperdix",301.466666666667,3,"Omnivore",254.4,"Omnivore"
"211","Galloperdix bicalcarata","Galloperdix bicalcarata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",290.9,"Omnivore","Galloperdix",301.466666666667,3,"Omnivore",290.9,"Omnivore"
"212","Ithaginis cruentus","Ithaginis cruentus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",530.7,"Omnivore","Ithaginis",530.7,1,"Omnivore",530.7,"Omnivore"
"213","Tragopan melanocephalus","Tragopan melanocephalus",0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,"VU",1613.2,"Herbivore terrestrial","Tragopan",1449.22,5,"Herbivore terrestrial",1613.2,"Herbivore terrestrial"
"214","Tragopan satyra","Tragopan satyra",0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,"NT",1417,"Herbivore terrestrial","Tragopan",1449.22,5,"Herbivore terrestrial",1417,"Herbivore terrestrial"
"215","Tragopan blythii","Tragopan blythii",0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,"VU",1930,"Omnivore","Tragopan",1449.22,5,"Herbivore terrestrial",1930,"Omnivore"
"216","Tragopan temminckii","Tragopan temminckii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",1163.4,"Herbivore terrestrial","Tragopan",1449.22,5,"Herbivore terrestrial",1163.4,"Herbivore terrestrial"
"217","Tragopan caboti","Tragopan caboti",0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,"VU",1122.5,"Omnivore","Tragopan",1449.22,5,"Herbivore terrestrial",1122.5,"Omnivore"
"218","Pucrasia macrolopha","Pucrasia macrolopha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",1050.5,"Omnivore","Pucrasia",1050.5,1,"Omnivore",1050.5,"Omnivore"
"219","Lophophorus impejanus","Lophophorus impejanus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2066.5,"Omnivore","Lophophorus",2524.83333333333,3,"Omnivore",2066.5,"Omnivore"
"220","Lophophorus sclateri","Lophophorus sclateri",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"LC",2500,"Omnivore","Lophophorus",2524.83333333333,3,"Omnivore",2500,"Omnivore"
"221","Lophophorus lhuysii","Lophophorus lhuysii",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"VU",3008,"Herbivore terrestrial","Lophophorus",2524.83333333333,3,"Omnivore",3008,"Herbivore terrestrial"
"222","Gallus gallus","Gallus gallus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",751.7,"Omnivore","Gallus",814.2,4,"Omnivore",751.7,"Omnivore"
"223","Gallus sonneratii","Gallus sonneratii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",840.8,"Omnivore","Gallus",814.2,4,"Omnivore",840.8,"Omnivore"
"224","Gallus lafayettii","Gallus lafayettii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",825,"Omnivore","Gallus",814.2,4,"Omnivore",825,"Omnivore"
"225","Gallus varius","Gallus varius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",839.3,"Omnivore","Gallus",814.2,4,"Omnivore",839.3,"Omnivore"
"226","Lophura leucomelanos","Lophura leucomelanos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",868,"Omnivore","Lophura",1155.71818181818,11,"Omnivore",868,"Omnivore"
"227","Lophura nycthemera","Lophura nycthemera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",1230,"Omnivore","Lophura",1155.71818181818,11,"Omnivore",1230,"Omnivore"
"228","Lophura swinhoii","Lophura swinhoii",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"NT",1100,"Omnivore","Lophura",1155.71818181818,11,"Omnivore",1100,"Omnivore"
"229","Lophura diardi","Lophura diardi",0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,"LC",1088.9,"Omnivore","Lophura",1155.71818181818,11,"Omnivore",1088.9,"Omnivore"
"230","Lophura bulweri","Lophura bulweri",0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,"VU",1245.2,"Invertivore","Lophura",1155.71818181818,11,"Omnivore",1245.2,"Invertivore"
"231","Crossoptilon harmani","Crossoptilon harmani",0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,"NT",2075.3,"Herbivore terrestrial","Crossoptilon",1944.95,4,"Herbivore terrestrial",2075.3,"Herbivore terrestrial"
"232","Crossoptilon crossoptilon","Crossoptilon crossoptilon",0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,"NT",2075.3,"Herbivore terrestrial","Crossoptilon",1944.95,4,"Herbivore terrestrial",2075.3,"Herbivore terrestrial"
"233","Crossoptilon mantchuricum","Crossoptilon mantchuricum",0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,"VU",1860.9,"Herbivore terrestrial","Crossoptilon",1944.95,4,"Herbivore terrestrial",1860.9,"Herbivore terrestrial"
"234","Crossoptilon auritum","Crossoptilon auritum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",1768.3,"Omnivore","Crossoptilon",1944.95,4,"Herbivore terrestrial",1768.3,"Omnivore"
"235","Catreus wallichii","Catreus wallichii",0,0,0,2,1,2,0,0,2,0,2,2,0,1,0,1,"VU",1436.9,"Herbivore terrestrial","Catreus",1436.9,1,"Herbivore terrestrial",1436.9,"Herbivore terrestrial"
"236","Syrmaticus ellioti","Syrmaticus ellioti",0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,"LC",1007.5,"Omnivore","Syrmaticus",1063.18,5,"Omnivore",1007.5,"Omnivore"
"237","Syrmaticus humiae","Syrmaticus humiae",0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,"VU",873.4,"Omnivore","Syrmaticus",1063.18,5,"Omnivore",873.4,"Omnivore"
"238","Syrmaticus mikado","Syrmaticus mikado",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"LC",1148.7,"Omnivore","Syrmaticus",1063.18,5,"Omnivore",1148.7,"Omnivore"
"239","Syrmaticus soemmerringii","Syrmaticus soemmerringii",0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,"NT",1081.7,"Omnivore","Syrmaticus",1063.18,5,"Omnivore",1081.7,"Omnivore"
"240","Syrmaticus reevesii","Syrmaticus reevesii",0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,"VU",1204.6,"Granivore","Syrmaticus",1063.18,5,"Omnivore",1204.6,"Granivore"
"241","Chrysolophus pictus","Chrysolophus pictus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",555.2,"Herbivore terrestrial","Chrysolophus",643.85,2,"Herbivore terrestrial",555.2,"Herbivore terrestrial"
"242","Chrysolophus amherstiae","Chrysolophus amherstiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",732.5,"Omnivore","Chrysolophus",643.85,2,"Herbivore terrestrial",732.5,"Omnivore"
"243","Polyplectron chalcurum","Polyplectron chalcurum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",508,"Omnivore","Polyplectron",497.725,8,"Omnivore",508,"Omnivore"
"244","Polyplectron inopinatum","Polyplectron inopinatum",0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,"NT",497.5,"Invertivore","Polyplectron",497.725,8,"Omnivore",497.5,"Invertivore"
"245","Polyplectron germaini","Polyplectron germaini",0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,"VU",450,"Omnivore","Polyplectron",497.725,8,"Omnivore",450,"Omnivore"
"246","Polyplectron malacense","Polyplectron malacense",0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,"EN",608,"Omnivore","Polyplectron",497.725,8,"Omnivore",608,"Omnivore"
"247","Polyplectron schleiermacheri","Polyplectron schleiermacheri",0,0,0,0,0,1,0,0,2,0,0,2,0,2,0,0,"EN",608,"Omnivore","Polyplectron",497.725,8,"Omnivore",608,"Omnivore"
"248","Polyplectron napoleonis","Polyplectron napoleonis",0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,"VU",374.7,"Omnivore","Polyplectron",497.725,8,"Omnivore",374.7,"Omnivore"
"249","Afropavo congensis","Afropavo congensis",0,0,1,2,0,0,0,0,2,0,0,1,1,0,0,0,"NT",1273.7,"Invertivore","Afropavo",1273.7,1,"Invertivore",1273.7,"Invertivore"
"250","Pavo cristatus","Pavo cristatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",4154.8,"Omnivore","Pavo",3180.25,2,"Invertivore",4154.8,"Omnivore"
"251","Pavo muticus","Pavo muticus",0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,2,"EN",2205.7,"Invertivore","Pavo",3180.25,2,"Invertivore",2205.7,"Invertivore"
"252","Falcipennis falcipennis","Falcipennis falcipennis",0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,"NT",685.6,"Herbivore terrestrial","Falcipennis",685.6,1,"Herbivore terrestrial",685.6,"Herbivore terrestrial"
"253","Lagopus lagopus","Lagopus lagopus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",566.9,"Herbivore terrestrial","Lagopus",485.733333333333,3,"Herbivore terrestrial",566.9,"Herbivore terrestrial"
"254","Lagopus muta","Lagopus muta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",535.3,"Herbivore terrestrial","Lagopus",485.733333333333,3,"Herbivore terrestrial",535.3,"Herbivore terrestrial"
"255","Lagopus leucura","Lagopus leucura",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",355,"Herbivore terrestrial","Lagopus",485.733333333333,3,"Herbivore terrestrial",355,"Herbivore terrestrial"
"256","Lyrurus tetrix","Lyrurus tetrix",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",1068.7,"Herbivore terrestrial","Lyrurus",941.35,2,"Herbivore terrestrial",1068.7,"Herbivore terrestrial"
"257","Lyrurus mlokosiewiczi","Lyrurus mlokosiewiczi",0,2,0,1,0,0,0,0,1,0,2,1,2,0,0,0,"NT",814,"Herbivore terrestrial","Lyrurus",941.35,2,"Herbivore terrestrial",814,"Herbivore terrestrial"
"258","Tetrao urogallus","Tetrao urogallus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2716.6,"Herbivore terrestrial","Tetrao",2734.45,2,"Herbivore terrestrial",2716.6,"Herbivore terrestrial"
"259","Tetrao urogalloides","Tetrao urogalloides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",2752.3,"Herbivore terrestrial","Tetrao",2734.45,2,"Herbivore terrestrial",2752.3,"Herbivore terrestrial"
"260","Tetrastes bonasia","Bonasa bonasia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LC",429,"Herbivore terrestrial","Tetrastes",348.15,2,"Herbivore terrestrial",429,"Herbivore terrestrial"
"261","Tetrastes sewerzowi","Bonasa sewerzowi",0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,"NT",267.3,"Herbivore terrestrial","Tetrastes",348.15,2,"Herbivore terrestrial",267.3,"Herbivore terrestrial"
